sqrt(mean(sum)),Minimo,Maximo,Media,Media-absoluta,Mediana,Mediana-abosluta,Desv-Est,std/Media,Kurtosis,Skewness,decil 0,decil 1,decil 2,decil 3,decil 4,decil 5,decil 6,decil 7,decil 8,decil 9,decil 10
11865.535255544888,0.0,1989.86092834303,1585.4206440366318,1768.6450315758334,1615.1118507642004,1716.5987711780772,386.3369906635069,0.23920138439991578,12.099888131449825,-3.2211036021924424,0.0,1444.5548054072815,1479.5080105987277,1535.8205710074178,1591.210976744388,1615.1118507642004,1695.6491383128905,1734.8117218848643,1816.5671465548714,1902.5988302170042,1989.86092834303
11865.535255544888,1409.0180804577992,2320.7145266268203,1782.63318596509,1768.6450315758334,1722.2750006980891,1716.5987711780772,245.30697330892065,0.14243194217502458,-0.28492364454129815,0.7396895148412497,1409.0180804577992,1524.5875687580879,1578.2486804350358,1630.336405736654,1683.7762734429689,1722.2750006980891,1769.2589251737545,1875.8156577113593,1980.2134825590438,2164.591359352952,2320.7145266268203
11865.535255544888,1448.8613703819324,2174.790933216263,1678.4273371199035,1768.6450315758334,1659.143061359186,1716.5987711780772,176.96842175196775,0.10666254518582231,2.5331903596166705,1.5933898714516395,1448.8613703819324,1520.835620098055,1552.3460413849737,1572.882057258432,1620.7486149829601,1659.143061359186,1681.675143052749,1708.2954674369205,1728.3592283471655,1833.542335627238,2174.790933216263
11865.535255544888,1369.4118389316302,2243.562687575368,1692.203342073522,1768.6450315758334,1636.480456405719,1716.5987711780772,173.6145686239376,0.10609021815344845,2.189273312623205,1.219866043202015,1369.4118389316302,1542.4151008619694,1566.3120325192442,1592.2987209151208,1611.8219769307957,1636.480456405719,1677.4390147930817,1761.9395558035096,1821.2843877402497,1886.6484414741424,2243.562687575368
11865.535255544888,1383.5204199319485,2467.655376773126,1853.4369615912199,1768.6450315758334,1833.8604025793734,1716.5987711780772,248.6917034246701,0.1356110329198878,0.22125011762238334,0.38100812878596096,1383.5204199319485,1554.629408409101,1660.2890985502377,1745.4464660709805,1795.2612949774302,1833.8604025793734,1893.1010634585405,1939.4994547529238,2022.0487197767118,2176.8308883780046,2467.655376773126
11865.535255544888,1565.34772394655,2682.886740181307,1960.4345842022647,1768.6450315758334,1917.7624704730983,1716.5987711780772,267.7733742186509,0.13962801876740924,0.6803028371392363,0.9432682514297582,1565.34772394655,1666.7110791708737,1720.9914921563116,1800.9936587911275,1885.9801313498097,1917.7624704730983,1956.3147049621914,2034.8157618732992,2130.150303342067,2290.628198715545,2682.886740181307
11865.535255544888,1516.8349177991956,2477.128611090541,1862.8553283571082,1768.6450315758334,1851.0197541419789,1716.5987711780772,194.1136307661399,0.10486848145827556,1.914268328632994,1.0952860446250359,1516.8349177991956,1654.9497635198306,1709.0505077537664,1755.0971989422642,1825.8134152715566,1851.0197541419789,1867.680753160092,1908.4792081586038,1950.0241928250562,2119.2248868055826,2477.128611090541
11865.535255544888,1389.477369766396,2645.1872215680337,1814.7638197086926,1768.6450315758334,1710.9225416580653,1716.5987711780772,338.52167327425883,0.19785914618098108,-0.45604890006771814,0.7650695111199839,1389.477369766396,1472.3318737445124,1510.5112402676757,1575.7381091378327,1650.6806412392407,1710.9225416580653,1844.5138523030314,1942.562798851424,2173.0961994404947,2322.0340787858495,2645.1872215680337
11865.535255544888,1533.5800553960541,2578.6644091805274,1804.7660863526216,1768.6450315758334,1735.3129241574752,1716.5987711780772,214.304800441934,0.12349634320045344,3.1965684737300486,1.5800178867413646,1533.5800553960541,1600.545729994871,1659.5422550109815,1682.2868668584285,1695.3761575411986,1735.3129241574752,1810.1937319802373,1860.553084001181,1935.2477807811088,2084.0976268737877,2578.6644091805274
11865.535255544888,1417.5760087989888,2037.2993740436348,1651.5090263512795,1768.6450315758334,1632.6993279867743,1716.5987711780772,102.09348738405674,0.06253048900923155,4.581070595388567,1.3959299216729353,1417.5760087989888,1553.0131123899123,1577.9530453642572,1608.6409628277916,1624.951578328333,1632.6993279867743,1645.6644744787543,1690.766004381892,1713.680279478083,1744.4167727858066,2037.2993740436348
