sqrt(mean(sum)),Minimo,Maximo,Media,Media-absoluta,Mediana,Mediana-abosluta,Desv-Est,std/Media,Kurtosis,Skewness,decil 0,decil 1,decil 2,decil 3,decil 4,decil 5,decil 6,decil 7,decil 8,decil 9,decil 10
18.353325964920074,0.0,0.62200236,0.06743454,0.0826057,0.042585254,0.054350622,0.07767295,1.82394,5.0812135,2.0248744,0.0,0.000803908659145236,0.006999185681343084,0.017062559537589554,0.029103048518300062,0.04258525185286999,0.05934744700789454,0.0799540027976036,0.11048746705055239,0.1660530373454094,0.622002363204956
18.353325964920074,0.0,0.7524211,0.0775275,0.0826057,0.04263539,0.054350622,0.09368236,2.1972911,7.1558356,2.39469,0.0,0.007265287963673472,0.014678081311285496,0.022450782731175425,0.03154321834445,0.042635390534996986,0.05784711316227915,0.08164350762963295,0.12063423544168472,0.1976103156805041,0.7524210810661316
18.353325964920074,0.0,0.5975221,0.09641235,0.0826057,0.07134469,0.054350622,0.085469425,1.1979789,2.0120223,1.4009002,0.0,0.012351986113935709,0.02567438930273056,0.039036001265048983,0.05418302193284035,0.07134468853473663,0.09309653192758563,0.1200877770781517,0.157064551115036,0.21712830513715753,0.5975220799446106
18.353325964920074,0.0,0.8403318,0.08652235,0.0826057,0.05329767,0.054350622,0.100333065,1.8825039,8.749685,2.568912,0.0,0.008996466174721718,0.01827674135565758,0.028377167321741583,0.03990475311875343,0.05329767055809498,0.06947804093360904,0.09316336438059804,0.1307720810174942,0.20646545141935363,0.8403317928314209
18.353325964920074,0.0,0.8534696,0.08199458,0.0826057,0.058512516,0.054350622,0.083932295,1.4344332,9.591001,2.5052326,0.0,0.010100675374269485,0.020858201384544372,0.03195629045367241,0.0441137932240963,0.05851251631975174,0.07519322484731675,0.09535293951630591,0.12408476024866105,0.17786407023668305,0.8534696102142334
18.353325964920074,0.0,0.8072123,0.08821069,0.0826057,0.055403575,0.054350622,0.094298445,1.7020282,5.048125,2.0098736,0.0,0.009040629118680954,0.018629466742277147,0.028743648342788225,0.040785309672355656,0.0554035734385252,0.07435365915298466,0.101481843739748,0.14270340502262122,0.21517443358898164,0.8072122931480408
18.353325964920074,0.0,0.7644135,0.0932888,0.0826057,0.05799632,0.054350622,0.09753212,1.681695,3.7450855,1.7606575,0.0,0.008410585578531027,0.017647993192076685,0.028279387205839158,0.041368613392114645,0.057996321469545364,0.08098995536565783,0.11340257152915001,0.1583105564117432,0.2313660025596619,0.7644134759902954
18.353325964920074,0.0,0.6859087,0.08817171,0.0826057,0.059036158,0.054350622,0.08798471,1.4903529,3.3659906,1.6695683,0.0,0.008897324092686176,0.01812630295753479,0.02823191545903683,0.0413202278316021,0.05903615616261959,0.08091901838779453,0.108793206512928,0.14756555855274203,0.209656922519207,0.6859086751937866
18.353325964920074,0.0,0.507737,0.060467847,0.0826057,0.039571308,0.054350622,0.06355901,1.6061893,5.0278,2.0271392,0.0,0.006744619179517031,0.013602104596793651,0.020880766026675705,0.029492210224270822,0.039571309462189674,0.05172973945736886,0.06884792521595955,0.09498297423124316,0.14313540905714042,0.5077369809150696
18.353325964920074,0.0,0.85505986,0.08602657,0.0826057,0.042969853,0.054350622,0.118230864,2.7514842,7.618052,2.6331673,0.0,0.007228779094293715,0.014971405267715454,0.022868574969470506,0.03186564967036248,0.042969852685928345,0.057004252076148995,0.07755198404192924,0.11660622805356982,0.2305695533752448,0.8550598621368408
