0,1,2,3,4,5,6,7,8,9
8.70947e-12,0.007886149,0.010437456,0.000976566,0.0055234917,0.027544355,0.019089345,0.001853881,0.00070038403,0.00062281924
4.7241933e-12,0.042736836,0.014177481,0.034245025,0.007958366,0.043181706,0.04211421,0.0026561532,0.0006038522,0.0015796726
1.9742262e-11,0.0182028,0.0043997155,0.03787729,0.007740522,0.03689617,0.028705303,0.0025360184,0.000134133,0.0013348117
4.7323347e-12,0.029245447,0.0005101597,0.01581771,0.0025086298,0.052142125,0.034923635,0.0023207099,0.00021719959,0.0009778145
1.357451e-10,0.01918922,0.003279757,0.04576107,0.011379875,0.059370715,0.024699086,0.0020914252,9.076743e-05,0.00020568803
3.7825656e-10,0.035614964,0.0052362583,0.008178485,0.002728167,0.07571209,0.025996957,0.002891521,0.0009066773,0.001559552
7.2904954e-10,0.029453775,0.0009691949,0.02150652,0.0047619976,0.085555516,0.019386875,0.0027533097,0.0004704168,0.0027194063
1.0691715e-09,0.040831923,0.0036747472,0.041803397,0.0013162836,0.10284132,0.0172379,0.0024438826,0.00014055907,0.0027865435
1.4176565e-09,0.033946227,0.007938494,0.00095427874,0.0033309222,0.11227551,0.01269332,0.0025651178,0.00031030324,0.0004856394
1.6099291e-09,0.032060612,0.009393247,0.016909936,0.0020647536,0.1293512,0.010795179,0.003159913,0.0006797779,0.0003579483
1.7018139e-09,0.03084855,0.007362074,0.009820255,0.012668746,0.1361705,0.0010716042,0.0029249296,0.0010677852,0.00047256966
2.2791589e-09,0.041686986,0.0065665036,0.005843199,0.000408594,0.15021774,0.0006613913,0.0023981705,0.00037439694,0.0021975276
3.096658e-09,0.03776458,0.002058967,0.010796668,0.011279943,0.15431602,0.0036845529,0.0027167746,0.0008268886,0.001930819
4.352312e-09,0.030128473,0.0018119204,0.009146823,0.0062383227,0.15796943,0.007380847,0.0032049268,0.00027318578,0.00011582041
6.860877e-09,0.035071764,0.002212027,0.006249107,0.01081702,0.15868512,0.008880573,0.0025680296,0.0007934749,0.0005861954
9.496158e-09,0.032003,0.0035838382,0.0042011044,0.0009840184,0.15929338,0.01025637,0.0022467668,0.0011701012,0.001996772
1.2335344e-08,0.02934359,0.0045278133,0.008076063,0.00543096,0.1544933,0.013741776,0.002953945,0.00015371357,0.0016406322
1.5788844e-08,0.03452569,0.0065178084,0.014013613,0.00040690572,0.1508607,0.016074097,0.003083999,0.00037650007,0.0013832314
1.8652756e-08,0.035219725,0.011610508,0.012629709,0.010170295,0.14568152,0.01053669,0.0021640654,0.00023984196,0.002085994
