0,1,2,3,4,5,6,7,8,9
0.0,0.0011660159,0.00024428725,0.0014883366,0.014298083,0.016845722,0.0030835387,0.004849921,0.01423957,0.0061763953
0.0,0.0013695629,0.0005376201,0.0011568861,0.020035751,0.030248376,0.0040925094,0.0077163554,0.014655986,0.02068273
0.0,0.0017876487,0.0005608764,0.0017177566,0.019058071,0.029172944,0.0026622657,0.0019152341,0.023305606,0.026796568
0.0,0.0006303872,0.0007463759,0.002603183,0.019879336,0.032981895,0.0014865926,0.0053087543,0.029025985,0.03040837
0.0,0.00074610906,0.00013619968,0.0018559026,0.016779952,0.028424066,6.115413e-05,0.013284063,0.040868193,0.026711492
0.0,0.001626476,0.0003942517,0.00036466558,0.014638913,0.02379165,0.00069739757,0.014990853,0.04817366,0.01375993
0.0,0.0030227483,0.00048655507,0.0014228843,0.004447057,0.012856977,0.001847948,0.015852302,0.056075305,0.004616656
0.0,0.004915147,0.00048655667,0.0010994513,0.0026644028,7.70142e-05,0.0025354195,0.010986813,0.05507246,0.026379803
0.0,0.0078117554,0.0010679663,0.0007921361,0.0032660328,0.010687796,0.0034398688,0.0052874447,0.048785232,0.040021446
0.0,0.009624245,0.00077246723,0.0008870839,0.0013379236,0.017596332,0.0035834254,0.0033895222,0.034058727,0.044402882
0.0,0.011065381,0.0011309284,0.0005905486,0.001469407,0.02079663,0.00421965,0.009536201,0.015750194,0.038210962
0.0,0.011338657,0.0022038457,0.000130655,0.0039552613,0.016938874,0.004037387,0.012408463,0.005052597,0.023920547
0.0,0.009274198,0.0023258422,0.0007847439,0.007330974,0.008929103,0.0032521186,0.011323576,0.02470398,0.0009063648
0.0,0.0068460973,0.002529644,0.00012553226,0.013207354,0.0010357788,0.0019223986,0.005762854,0.038735338,0.023253791
0.0,0.004392115,0.00097652385,0.0006979828,0.018429486,0.006268751,0.00017865843,0.0042541246,0.04625872,0.040430065
0.0,0.0032536779,0.0015381277,0.00030288738,0.019880846,0.013298148,0.0010706661,0.016238354,0.046647973,0.0507193
0.0,0.0031398584,0.0026744357,0.0008792807,0.019889189,0.016025314,0.00045389376,0.02787866,0.040135104,0.05163872
0.0,0.0030414949,0.0034923668,0.00039917557,0.018370217,0.012708828,0.0006613296,0.037090775,0.029615475,0.04003007
0.0,0.0034158726,0.0035573938,0.0002773816,0.012510088,0.006648862,0.0019340314,0.03954261,0.01624786,0.02081362
0.0,0.0046567367,0.001913494,0.00019157497,0.0061550937,0.00026229263,0.0025254916,0.036557935,0.0023357698,0.00075400376
0.0,0.0065918383,0.00069658906,0.00196954,0.0034225471,0.007935351,0.00303282,0.028769135,0.008492235,0.018475516
0.0,0.007514957,0.0035881465,0.0011829581,0.0011423134,0.015841344,0.00367802,0.017725723,0.018013021,0.031602576
0.0,0.0073964396,0.0049087415,0.0006084908,0.0012765152,0.020246338,0.0020226988,0.0067740665,0.020723913,0.039660603
0.0,0.0061661173,0.0034432134,0.00063199317,0.0030506458,0.02300565,1.711875e-05,0.0023989286,0.01476231,0.037523128
0.0,0.0037924256,0.0010055901,0.00076865766,0.0046356833,0.023478802,0.00075256,0.0075815083,0.0035417688,0.026014898
0.0,0.00058478466,0.0006221705,0.001272358,0.004838868,0.020992817,0.0012854803,0.006451268,0.011871913,0.007976617
0.0,0.0034710933,0.0021029538,5.855932e-06,0.0040514134,0.017194595,0.0019131583,0.0010098781,0.029148243,0.011819658
0.0,0.005963631,0.0025073772,0.0004184381,0.0062375967,0.011471026,0.0030293872,0.0073137437,0.041591447,0.028950984
0.0,0.006973487,0.0013804606,0.00036307797,0.009804199,0.006132589,0.0034365468,0.015278081,0.047077112,0.040114135
0.0,0.0071723782,0.0017410838,0.0014067444,0.011184512,0.0012820254,0.002925263,0.019964226,0.044428296,0.04021988
0.0,0.0066893264,0.0021803624,0.0009906982,0.008293744,0.004735119,0.0027645992,0.020171275,0.031325933,0.028038487
0.0,0.0050071236,0.00093274086,0.0004667792,0.0036470513,0.00951839,0.0024078456,0.015877958,0.012160536,0.008627108
0.0,0.0031435566,0.00033625576,0.0010089395,0.0010808412,0.01445301,0.002333275,0.007493015,0.010225237,0.012903803
0.0,0.0028968046,0.001861026,0.0005924242,0.0014385623,0.016653266,0.0023877565,0.0023368173,0.030954005,0.03216866
0.0,0.0030247634,0.003058908,0.0009567799,0.0011006522,0.015843218,0.001403922,0.012034717,0.044949256,0.04244099
0.0,0.0038083673,0.0025033148,0.00027156554,0.00039301303,0.014789381,6.908245e-05,0.020153133,0.055533573,0.04327162
0.0,0.0050362363,0.0012770469,0.0012323014,2.7188792e-06,0.011082752,0.00038161324,0.02262667,0.0608566,0.03507199
0.0,0.005223856,0.00026582036,0.0008531309,0.0033499328,0.006763407,0.0021571573,0.018613506,0.059390817,0.015659828
0.0,0.0050576697,0.0016139252,0.00023038643,0.010111229,0.004196238,0.0023847464,0.009808863,0.05500903,0.006930406
0.0,0.0055605867,0.002931572,0.00036739316,0.011710949,0.0022599006,0.001887089,0.0024739397,0.047193553,0.026747134
