0,1,2,3,4,5,6,7,8,9
0.0,0.09125863,0.0001311524,0.0006754485,0.00034689915,0.018293511,0.0021287333,0.05011297,0.05644109,0.0065164953
0.0,0.10745997,0.0019870158,0.00027037447,0.0016783518,0.03539454,0.0010341771,0.09080422,0.11215187,0.0030892983
0.0,0.086598076,0.0026334252,0.0006546121,0.0005683008,0.048781805,0.0011996969,0.09256086,0.14096501,0.0016620564
0.0,0.081688665,0.0015140444,0.00085527037,0.0026998126,0.0804084,2.5289351e-05,0.10426127,0.14251618,0.004150525
0.0,0.053543534,0.0010565047,0.00075810304,0.0016311794,0.064214386,0.0006066567,0.09814598,0.14458776,0.0064443997
0.0,0.03791642,0.0022926473,0.00017098816,0.0031513076,0.047547616,8.082298e-05,0.09604638,0.16260272,0.005784134
0.0,0.0065026423,0.0020708654,0.0007799874,0.0011857258,0.034633618,0.00019562093,0.090588905,0.123913124,0.007872448
0.0,0.014105453,0.0022750138,0.00062274036,0.0005056905,0.038245395,0.0011430356,0.073620275,0.09171247,0.010981261
0.0,0.043353923,0.0008828688,0.00017502616,0.0027580345,0.035459235,0.0010621692,0.057622936,0.04632563,0.014601503
0.0,0.062498108,0.0029495738,0.00015581815,0.003955301,0.0515762,0.0013858626,0.049584188,0.0135316,0.016058281
0.0,0.08874344,0.0002743629,0.00085807673,0.005811743,0.06591781,0.00016537026,0.023998361,0.008673759,0.01648693
0.0,0.10260382,0.00079368375,0.0010706589,0.0053634015,0.075531825,0.0001772895,0.012209684,0.010624853,0.016690783
0.0,0.114087224,0.004419973,0.0004025867,0.0049499664,0.07471012,0.0001839533,0.0038665559,0.0036064254,0.014834138
0.0,0.11756602,0.0039064204,0.0003097743,0.0032053338,0.06448862,0.00045005497,0.009343896,0.0053350306,0.015180043
0.0,0.12014536,0.0004558372,0.0005886639,0.0024127078,0.048390415,0.00047122157,0.016895201,0.01849819,0.018058142
0.0,0.111152664,0.00027027386,0.0006851843,0.0013507769,0.037837505,0.00046200253,0.021424908,0.026971849,0.021071136
0.0,0.097620234,0.0013077244,0.00052672374,0.0010587141,0.042401295,0.00080041686,0.02112919,0.06858584,0.026842965
0.0,0.081219174,0.0023353596,2.603266e-05,0.00097545,0.04599893,0.0015791728,0.021469079,0.1012027,0.03223093
0.0,0.06751234,0.00027375942,0.0007825483,0.0016256277,0.061648507,0.0025856935,0.014040969,0.12648866,0.034598615
0.0,0.050379306,0.0005342745,0.0006174935,0.0032345087,0.06063299,0.0036212641,0.013316021,0.19444516,0.036937196
0.0,0.030436836,0.003041605,5.434647e-06,0.005262742,0.04873993,0.0045207627,0.00953223,0.21136418,0.037838496
0.0,0.01821582,0.000979014,0.00025803142,0.0076799667,0.039383985,0.0047147837,0.009179804,0.20624788,0.038884178
0.0,0.0021597794,0.0014049262,4.0452927e-05,0.009553107,0.024942482,0.005196351,0.0077673965,0.24557914,0.03834519
0.0,0.0118605895,0.0010793655,0.00025948827,0.010701807,0.018988075,0.0056356145,0.0028566557,0.29260984,0.036075912
0.0,0.024971591,0.002182564,0.0005253273,0.010831838,0.017818425,0.006981137,0.00568164,0.3009335,0.031043684
0.0,0.033636253,0.0012682474,0.0005163572,0.009950219,0.019115465,0.007435435,0.0086256135,0.25757325,0.026099263
0.0,0.041257236,0.0015231175,0.00020137889,0.0081272535,0.020936307,0.0076669436,0.018572994,0.016390175,0.02327513
0.0,0.044928607,0.00083554373,0.0004260103,0.005661388,0.027881736,0.0072951764,0.040889133,0.30165625,0.017721463
0.0,0.04715184,0.0047401693,0.0004391919,0.0030516104,0.024068601,0.0071982294,0.05707138,0.26565287,0.0121785365
0.0,0.04862756,0.0018451214,0.00080313266,0.0011082888,0.014417671,0.006902422,0.07809325,0.3092363,0.007553366
0.0,0.04932014,0.00019494822,0.00065559335,0.00012538281,0.00501834,0.006643222,0.08296749,0.4850673,0.0013211333
0.0,0.049861547,0.0005597749,0.0003111129,0.00049909955,0.0035789239,0.0064541134,0.096337326,0.33965486,0.0018263876
